id;cpath;opath
846;[1605, 698, 11033, 699, 2492, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 705, 1158, 713, 716, 70, 3280, 59, 41, 60, 10012, 5682, 5685, 869, 52, 54, 58, 24, 10039, 5129, 3103, 5133, 3092, 10038, 3093, 8210, 3347, 79, 76, 7685, 7902, 3354, 1053, 940, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492];[1605, 699, 699, 2492, 2492, 2492, 7615, 3493, 1486, 1481, 3450, 3454, 10443, 5677, 7012, 7012, 7012, 712, 708, 708, 705, 713, 713, 713, 713, 713, 713, 716, 3280, 41, 41, 41, 41, 41, 60, 10012, 5682, 5685, 52, 52, 54, 24, 5129, 10038, 10038, 10038, 3093, 3093, 8210, 8210, 8210, 3347, 79, 76, 7685, 3354, 3354, 3354, 1053, 1053, 940, 940, 940, 940, 25, 7259, 7259, 62, 6994, 2377, 725, 725, 725, 714, 5116, 704, 711, 1729, 3453, 3453, 1478, 1480, 1487, 701, 3492, 3492]
847;[1605, 698, 11033, 699, 2492, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 703, 5115, 715, 724, 2378, 8467, 6993, 722, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7682];[1605, 11033, 2492, 680, 680, 680, 680, 7615, 7615, 3493, 702, 1486, 3447, 1479, 1479, 3450, 3450, 3454, 1728, 1728, 1728, 5677, 712, 712, 712, 708, 5115, 715, 715, 715, 715, 724, 724, 2378, 2378, 2378, 8467, 722, 722, 63, 7258, 7818, 727, 727, 729, 7749, 7432, 732, 7809, 7682, 7682, 7682]
848;[8244, 7709, 7686, 8752, 941, 1053, 940, 31, 92, 7797, 90, 3099, 3095, 3100, 3109, 3105, 3097, 10673, 7051, 4511, 1042, 875, 886, 871, 878, 10419, 880, 569, 440, 3171, 442, 1965, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963, 1962, 1938, 419, 5275, 5269, 421, 7166, 408, 4891, 7092, 1942, 410, 8963, 5397, 7764, 305, 8922, 8734, 8924, 307, 7875, 7876, 2693, 9367, 2696, 2697, 4151, 2680, 2681, 5792, 4195, 4479, 10797, 4404, 4474, 7110, 4470, 4489, 4482, 10806, 7120, 8918, 4400, 4211, 2717, 2029, 2069, 8926, 4311, 9572, 4272, 7143, 7144, 10890, 4271, 4267, 2736, 4286, 9574, 4130, 6663, 6678, 2739, 4111, 4979, 10763, 4107, 10954, 5479, 5443, 7404, 9104, 9099, 6788, 5465, 5461, 3960, 5475, 5524, 5471, 5454, 5467, 6775, 5432, 9873, 11029, 5457, 5474, 5420, 6771, 9021, 183, 184, 1952, 10380, 7233, 4586, 10112, 10114, 4773, 1946, 416, 5390, 412, 7091, 5105, 5255, 372, 371, 529, 3312, 531, 532, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 574, 434, 8701, 2362, 1854, 905, 10409, 10412, 10411, 636, 626, 637, 8773, 2096, 2109, 2965, 10106, 2970, 1071, 9723, 8850, 8843, 8849, 6429, 8844, 2960, 2877, 10287, 7359, 8383, 2311, 2929, 2926, 2933, 2923, 2931, 2925, 2930, 2949, 324, 327, 329, 1068, 331, 2760, 2129, 10286, 9114, 6429, 8844, 2960, 2877, 10287, 7359, 8383, 2311, 2930, 2949, 324, 327, 328, 1067, 8274, 1068, 330, 2316, 2315, 2801, 2763, 359, 3080, 331, 2760];[8244, 8244, 8244, 8752, 8752, 1053, 1053, 940, 940, 940, 940, 31, 92, 92, 92, 92, 92, 92, 90, 3095, 3100, 3100, 3105, 10673, 4511, 1042, 1042, 875, 886, 4111, 10763, 8701, 2362, 1854, 905, 905, 10409, 10412, 10411, 636, 636, 636, 637, 2109, 10106, 2970, 1071, 8843, 8844, 10287, 7359, 2311, 2311, 2926, 2926, 2933, 331, 2760, 2760, 2760, 8274, 8274, 1068, 330, 330, 330, 330, 330, 330, 331, 331, 331, 331, 2760, 2760, 2760]
849;[];[336, 336, 336, 4841, 6930, 6930, 336, 336, 336, 335, 3051, 3044, 3044, 2830, 2876, 367, 3005, 3005, 3005, 3008, 3008, 3008, 3008, 2317, 10904, 2315, 2315, 2801, 2801, 2763, 359, 3081, 1066, 8275, 8275, 7522, 7522, 7522, 7522, 7522, 7522, 7522, 7522, 2774, 365, 366, 366, 148, 8601, 6631, 6640, 6640, 6534, 6577, 6589, 317, 315, 315, 317, 317, 316, 316, 316, 316, 316, 8731, 10483, 8336, 10538, 8329, 2642, 10542, 10542, 10542, 10542, 10542, 10542, 261, 2727, 10553, 8284, 9347, 6806, 6709, 6703, 7794, 7794, 10853, 2612, 2612, 5367, 5368, 254, 5369, 253, 253, 253, 253, 253]
850;[3685, 3682, 3649, 5000, 4991, 3647, 3644, 2577, 1631, 2460, 692, 1644, 3594, 7002, 690, 782, 688, 2408, 7008, 686, 682, 680, 7615, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 705, 1158, 713, 716, 70, 3280, 59, 41, 60, 10013, 866, 5685, 869, 52, 54, 57, 5134, 7044, 10366, 741];[3685, 3685, 3682, 3649, 4991, 3647, 3647, 3647, 3644, 692, 3594, 7002, 7002, 688, 7008, 686, 680, 7615, 3493, 1486, 1486, 1486, 1481, 3450, 3450, 1728, 8468, 8468, 8468, 8468, 5677, 712, 708, 713, 713, 713, 713, 713, 713, 713, 70, 3280, 41, 41, 60, 60, 60, 10013, 10013, 10013, 866, 5685, 52, 52, 52, 54, 57, 5134, 10366, 741, 741, 741, 741, 741, 741, 741]
851;[8234, 801, 800, 799, 3442, 795, 3465, 3444, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8469, 8471, 5681, 8235, 7803, 8233, 7027, 5678, 1728, 8469, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7208, 7617, 698, 11033, 699, 2491, 683, 685, 7007, 2407, 687, 784, 689, 7001, 3593, 1646, 1648, 1652, 1432, 1533, 7023, 6941, 1561, 1559, 7037, 7043, 1545, 7895, 1456, 2512, 2514, 1575, 7078, 8046, 7086, 7088, 7089, 3976, 3979];[8234, 8234, 8234, 8234, 8234, 8234, 8234, 801, 5681, 8235, 8235, 8235, 7803, 7803, 7803, 7803, 7027, 8469, 8469, 8469, 8469, 8469, 5678, 1729, 1729, 10442, 10442, 10442, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3451, 1480, 1480, 1480, 1487, 1487, 701, 3492, 7208, 7208, 7208, 7208, 7208, 7208, 7617, 683, 685, 2407, 2407, 687, 784, 784, 784, 1646, 1646, 1648, 1652, 6941, 7043, 1545, 1456, 2512, 1575, 8046, 7088, 3976, 3979]
852;[7953, 10559, 69, 64, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8245, 770, 8243, 10259, 925, 10273, 6412, 931, 939, 927, 9691, 833, 7782, 837, 7867, 7865, 7863, 841, 946, 943, 942, 6991, 862, 6995, 763, 110, 108, 109, 88, 8150, 5495, 7683, 80, 82, 85, 7797, 90, 3098, 75, 8201, 5017, 4788, 19, 5639, 6753, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7954, 6760, 7953, 10559, 69, 65, 6759, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1477, 2422, 2423, 1482, 2594, 1476, 2427, 186, 5373, 5377, 10376, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5423, 5450, 5437, 5452, 5427, 6778, 6784, 6790, 6786, 9101, 9103, 9105, 3970, 3974, 3980, 3977, 7089, 3976, 3980, 3977, 7090, 10935, 10932, 7402, 1570, 1573, 9269, 6955, 1451, 3899, 7072, 3900, 1450, 9272, 6958, 2515, 1528, 6957, 1518, 8713, 6965, 9598, 188, 10239, 5024, 9707, 188, 10239, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6961, 1516, 6983, 1526, 4013];[7953, 7953, 7953, 7953, 69, 64, 64, 7818, 7818, 7818, 7818, 727, 727, 729, 766, 7749, 7751, 7751, 732, 732, 732, 732, 7807, 7807, 7681, 770, 10259, 10273, 931, 939, 9691, 9691, 833, 7782, 837, 7867, 7863, 7863, 7863, 7863, 841, 943, 943, 942, 6991, 6991, 6991, 6995, 763, 108, 88, 8150, 5495, 5495, 5495, 5495, 5495, 7683, 82, 7797, 90, 90, 3098, 3098, 75, 75, 75, 8201, 5017, 4788, 19, 19, 19, 19, 19, 5639, 6753, 6753, 6751, 7815, 7815, 828, 6760, 7953, 6759, 7259, 7259, 7259, 721, 2377, 2377, 2377, 725, 725, 714, 5116, 704, 709, 709, 709, 709, 709, 709, 709, 709, 709, 711, 711, 711, 711, 711, 711, 7011, 7011, 7011, 5680, 5680, 5680, 5680, 5680, 1729, 10442, 10442, 10442, 10442, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 1477, 1477, 2423, 1476, 2427, 2427, 2427, 2427, 2427, 5373, 5377, 5377, 5377, 1953, 1953, 1953, 5463, 5463, 265, 265, 265, 5423, 5450, 5437, 5437, 5437, 5452, 5427, 6778, 6778, 6778, 6790, 9105, 9105, 3970, 3970, 3970, 3970, 3974, 3974, 3980, 3980, 3977, 3977, 7089, 7089, 7089, 7089, 7089, 7089, 7089, 3976, 3976, 3976, 3976, 3976, 3976, 10935, 10932, 7402, 1570, 1570, 1570, 1570, 9269, 6955, 7072, 7072, 7072, 7072, 7072, 7072, 3900, 3900, 3900, 1450, 2515, 1518, 6965, 6965, 6965, 9598, 9598, 9598, 9598, 9598, 9598, 188, 188, 188, 188, 188, 188, 5024, 9708, 6963, 8716, 6961, 6961, 6961, 6983, 6983, 1526, 4013, 4013, 4013, 4013, 4013, 4013]
853;[5126, 3103, 5133, 3092, 10037, 8247, 8214, 5131, 111, 114, 4509, 1973, 3090, 560, 7918];[5126, 5126, 5126, 5126, 5126, 5126, 5126, 5126, 5126, 5126, 5126, 5126, 5126, 5133, 5133, 10037, 5131, 114, 114, 114, 114, 114, 4509, 1973, 7918]
854;[];[]
855;[7953, 10559, 69, 65, 6759, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1477, 2422, 2423, 1482, 2594, 1476, 2425, 2451, 2418, 2451];[7953, 7953, 65, 7259, 7259, 721, 10733, 2377, 714, 5116, 709, 709, 709, 709, 711, 711, 711, 711, 711, 711, 7011, 7011, 7011, 7011, 5680, 5680, 8470, 8470, 1729, 1729, 1729, 10442, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3451, 3451, 3451, 3451, 3451, 2422, 1482, 1476, 2425, 2451, 2451, 2451, 2451, 2451]
856;[];[]
857;[];[]
858;[];[]
859;[];[]
860;[9646, 1890, 7990, 7993, 613, 10331, 10713, 9608, 1922, 1920, 9610, 10715, 1906, 1930, 9979, 9976, 8128, 2279, 1916, 10245, 1913, 1911, 1898, 9118, 8628, 1903, 7101, 5363, 7173, 526, 7787, 5267, 7167, 408, 4891, 7092, 1941, 5386, 372, 371, 530, 3314, 1725, 8481, 264, 8047, 9300, 160, 5666, 802, 5694, 1686, 806, 810, 7803, 8233, 7027];[9646, 9646, 9646, 1890, 7990, 7990, 7990, 7993, 7993, 7993, 7993, 7993, 10713, 1922, 1920, 1930, 10245, 1913, 1911, 1898, 9118, 9118, 1903, 7173, 7787, 5267, 5267, 408, 408, 4891, 1941, 372, 372, 371, 530, 3314, 3314, 3314, 3314, 3314, 1725, 1725, 1725, 1725, 1725, 1725, 1725, 1725, 1725, 8047, 9300, 5666, 802, 5694, 810, 7027, 7027, 7027, 7027]
861;[4152, 2698, 5154, 4561, 8494, 5157, 7899, 5138, 1975, 1977, 8638, 8734, 8924, 306, 308, 1, 1043, 137, 5113, 10124, 5117, 132, 621, 8258, 632, 131, 8256, 2046, 8252, 126, 8, 2038, 2005, 2000, 6812, 2140, 10075, 1788, 10078, 10079, 1786];[4152, 4152, 4152, 5154, 5154, 5154, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 8494, 8494, 8494, 8494, 8494, 8494, 8494, 5157, 5157, 5157, 5157, 5157, 7899, 5138, 5138, 5138, 5138, 1977, 306, 1, 1043, 137, 137, 137, 5113, 10124, 132, 132, 621, 8258, 632, 8256, 8256, 2046, 8252, 126, 8, 2038, 2038, 2140, 10078, 1786, 1786, 1786, 1786, 1786]
862;[878, 10417, 1971, 883, 10407, 734, 875, 886, 871, 878];[878, 878, 10417, 10417, 1971, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 883, 10407, 10407, 10407, 875, 886, 886, 878, 878, 878]
863;[8868, 6214, 5766, 660, 6204, 6184, 6177, 663, 664, 4898, 9385, 2232, 6115, 667, 668, 671, 10322, 675, 8610, 2185, 1789, 677, 2291, 2139, 10164, 7679, 2184, 2158, 10336, 4634, 4659, 2161, 4662, 2164, 2155, 976, 985, 8738, 6990, 966, 8218, 8229, 7657, 7658, 7661, 980, 8736, 862, 6995];[8868, 660, 6204, 6184, 6177, 663, 4898, 667, 671, 671, 675, 2185, 677, 677, 677, 2291, 2291, 2291, 2291, 10164, 2184, 10336, 4634, 4662, 976, 976, 985, 985, 985, 985, 7658, 7658, 7661, 862, 6995, 6995, 6995]
864;[805, 808, 5663, 10435, 712, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7208, 7617, 698, 11033, 699, 2491, 683, 685, 7007, 2407, 687, 784, 689, 7001, 3593, 1646, 1647, 1650, 1437, 3991, 3988, 1439, 7074, 1473, 1543, 1660, 7082, 6964, 6963, 1583, 8716, 6960, 1517, 1546, 1550, 1658, 5095, 1543, 1660, 7081, 9598, 188, 10238, 5467, 6775, 5432, 9873, 11029, 5457, 5474, 5420, 6771, 9021, 183, 184, 1953, 5463, 265, 5425, 5418, 5477, 5421, 11031, 11029, 5457, 5474, 5420, 6771, 9021, 183, 185, 10385, 5435, 7232, 5446, 187, 10373, 7229, 5239, 10145, 5238, 7230, 10368, 7231, 8047, 9300, 161, 8483];[805, 805, 805, 805, 808, 5663, 5663, 709, 709, 709, 709, 709, 711, 711, 711, 711, 711, 711, 7011, 10442, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3451, 3451, 3451, 3451, 1480, 3446, 1487, 701, 3492, 7617, 11033, 683, 685, 7007, 2407, 2407, 784, 1646, 1647, 1437, 3988, 1473, 1543, 1543, 1660, 7082, 7082, 7082, 7082, 5095, 5095, 5095, 1543, 1543, 1660, 9598, 188, 188, 5467, 5467, 5467, 5467, 5432, 9873, 5420, 6771, 183, 183, 183, 183, 183, 1953, 1953, 185, 5435, 7232, 187, 187, 7229, 5239, 5239, 5239, 5239, 9300, 9300, 8483, 8483]
865;[];[]
866;[8517, 2760, 2129, 10286, 9114, 6429, 8845, 2973, 8846, 8851, 9722, 1073, 2968, 10107, 2966, 2108, 2097, 8772, 638, 627, 625, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 139, 140, 517, 514, 516, 4144, 523, 524, 523, 525];[8517, 8517, 2760, 10286, 9114, 9722, 9722, 9722, 1073, 2966, 2097, 2097, 627, 625, 624, 8002, 8002, 8002, 8002, 8261, 5109, 5004, 134, 134, 134, 134, 134, 135, 139, 140, 517, 514, 514, 516, 516, 4144, 4144, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 525]
867;[5377, 10376, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5423, 5450, 5437, 5451, 5455, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6961, 1516, 6984, 1574, 1573, 9269, 6955, 1451];[5377, 5377, 5377, 5377, 5377, 5377, 10383, 1953, 1953, 1953, 1953, 5463, 5463, 265, 265, 5425, 5450, 5437, 5451, 5451, 5451, 5451, 5451, 5455, 5024, 9708, 8716, 6984, 1573, 6955, 1451, 1451]
868;[];[]
869;[7707, 7829, 8474, 1061, 481, 238, 3416, 8462, 3415, 236, 232, 223, 222, 219, 1045, 9487, 215, 212, 208, 5608, 5612, 5609, 5610, 217, 2463, 2473, 3605, 9261, 9264, 10217, 3594, 7001, 3593, 1646, 1648, 1652, 1432, 1533, 7023, 6941, 1561, 1559, 7037, 7043, 1545, 7895, 1456, 2512, 2514, 1575, 7078, 8046, 7086, 7087, 1539, 8043, 3984, 3969, 6779];[7707, 7707, 7707, 7707, 7707, 7707, 8474, 8474, 1061, 1061, 1061, 1061, 481, 238, 238, 3416, 232, 223, 222, 222, 222, 222, 222, 219, 1045, 9487, 9487, 208, 5612, 217, 2473, 9261, 3594, 3594, 1646, 1648, 1652, 6941, 1561, 7043, 1545, 1456, 2514, 1575, 1575, 7078, 8046, 7086, 3969, 6779, 6779, 6779, 6779, 6779]
870;[];[4929, 4929, 4953, 4953, 6027, 6027, 6027, 4929, 4929, 4955, 4955, 4933, 4933, 6004, 4949, 10277, 4945, 4945, 4947, 8674, 4921, 6056, 4931, 4962, 4964, 6208, 10319, 2150, 2227, 2227, 348, 7970, 346, 6867, 343, 343, 6867, 6901, 8591, 8591, 8199, 8166, 8168, 3085, 337, 7136, 7136, 4842, 4840, 6927, 6927, 1028, 1239, 2807, 2841, 2824, 2824, 9390, 9741, 9741, 9741, 8797, 7654, 7654, 7654, 7654, 9603, 9603, 9603, 2318, 2318, 8517, 8517, 8517, 8517, 2760, 2130, 2130, 2130, 2130, 2130, 2130, 2130, 2130]
871;[2416, 2505, 2411, 2510, 2415, 2414, 10239, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6961, 1516, 6984, 1575, 7078, 8046, 7086, 7088, 7090, 10934, 1535, 5405, 1387, 1391, 1495, 4056, 1395, 1505, 4068, 4067, 4061, 1491, 10781, 3963, 3980, 3977, 7090, 10935, 10933, 7086, 7087, 1539, 8042, 1594, 2306, 1513, 2309, 1515, 6957, 1518, 8713, 6965, 9598, 188, 10239, 5024, 9706, 9708, 6967, 6963, 1584, 1590, 1592, 1587, 2310, 1585, 1595, 3968, 3982, 10770, 3974, 3979, 3962, 10779, 1492, 4059, 4069, 4061, 1493, 1494, 1390, 1388, 5404, 1536, 10935, 10932, 7402, 1570, 1572, 6958, 2515, 1528, 6957, 1518, 8713, 6965, 9598, 188];[2416, 2416, 2416, 2505, 2505, 2411, 2510, 2415, 2415, 2414, 2414, 10239, 5024, 9708, 6963, 8716, 6984, 1575, 8046, 7086, 7090, 1535, 5405, 1391, 1495, 4056, 1395, 1505, 1505, 4068, 4068, 4068, 188, 188, 4059, 4069, 4069, 4069, 4069, 4069, 4069, 4069, 4069, 4069, 4069, 4069, 4061, 4061, 4061, 1493, 1493, 1388, 5404, 1536, 10932, 10932, 1570, 1570, 6958, 6957, 8713, 188, 188, 188, 188, 188]
872;[667, 668, 671, 10324, 5600, 5604, 2202, 2200, 2197, 2180, 10268, 2198, 9, 6824, 819, 8255, 8253, 128, 129, 8259, 634, 636, 626, 639, 2093, 7424, 2138, 2102, 2322, 2100, 10964, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517, 2760, 2128, 2132, 2130, 5311, 2134, 2802, 9600, 2318, 8516, 8517];[667, 667, 671, 10324, 5604, 2197, 2180, 10268, 2198, 2198, 2198, 9, 6824, 6824, 8255, 8253, 128, 129, 129, 634, 636, 626, 626, 626, 626, 626, 7424, 2138, 2322, 2322, 2322, 2322, 2100, 2134, 2802, 8516, 8517, 8517, 8517, 8517, 8517]
873;[5717, 5703, 5722, 5718, 5696, 5695, 5723, 5119, 5118, 134, 135, 144, 139, 140, 518, 521, 4801, 504, 10231, 506, 5162, 5159, 10974, 5145, 2503, 2415, 2414, 10239, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6961, 1516, 6984, 1575, 7078];[5717, 5717, 5703, 5722, 5696, 5695, 5723, 5118, 5118, 5118, 5118, 5118, 134, 134, 134, 134, 134, 134, 135, 139, 140, 521, 521, 504, 5162, 5145, 2503, 2503, 2415, 2414, 10239, 5024, 6963, 8716, 6984, 1575, 7078]
874;[10364, 7919, 576, 749, 1974, 4508, 113, 112, 7264, 120, 743, 5127, 3104, 3106, 3108, 3101, 3094, 75, 8202, 6745, 1055, 28, 25, 5643, 7812, 5644, 1047, 69, 64, 7818, 726, 7834, 3371, 7832];[10364, 7919, 7919, 7919, 576, 576, 749, 1974, 1974, 4508, 113, 112, 7264, 7264, 7264, 120, 5127, 5127, 5127, 3101, 3094, 75, 8202, 1055, 5643, 5643, 5643, 7812, 7812, 7812, 5644, 1047, 69, 69, 64, 7818, 726, 726, 726, 3371, 3371, 7832, 7832, 7832, 7832]
875;[6476, 5715, 544, 7285, 547, 2370, 5230, 5725, 8647, 7109, 5363, 7173, 526, 7787, 5267, 7167, 408, 4891, 7092, 1942, 411, 417, 413, 5391, 415, 1947, 5375, 5377, 10376, 10384, 10385, 5434, 2417, 1474, 1488, 1490, 1484, 5807, 1487, 701, 3491, 9514, 11021, 9408, 10658, 3494, 10660, 9409, 11022, 9514, 11022, 9513, 3493, 702, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 705, 1158, 713, 716, 70, 3280, 61];[6476, 544, 7285, 547, 2370, 2370, 2370, 5230, 8647, 526, 5267, 5267, 5267, 408, 411, 5391, 415, 415, 1947, 5375, 5375, 5375, 5375, 5375, 5375, 5375, 5375, 5375, 5375, 5377, 5377, 2417, 1490, 5807, 5807, 5807, 5807, 1487, 701, 3491, 3491, 9408, 10658, 10658, 10658, 10658, 10658, 10658, 10658, 10658, 10658, 10658, 10658, 10658, 10660, 11022, 11022, 11022, 11022, 11022, 9514, 3493, 3493, 1486, 1481, 1479, 3450, 3450, 3454, 10443, 5677, 5677, 5677, 5677, 712, 708, 705, 1158, 1158, 1158, 1158, 1158, 1158, 1158, 713, 70, 3280, 61, 61, 61]
876;[7953, 10560, 7956, 47, 37, 41, 60, 10013, 868, 5674, 1708, 814, 3113, 5671, 5672, 812, 917];[7953, 7953, 10560, 7956, 47, 37, 41, 60, 60, 60, 60, 60, 868, 868, 868, 1708, 814, 3113, 5671, 812, 917, 917]
877;[3261, 3249, 3202, 3198, 3201, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963, 1961, 536, 3118, 2457, 10018, 10017, 2605, 553, 8485, 10978, 8481, 264];[3261, 3261, 3261, 3249, 3202, 3198, 3201, 3201, 3200, 3205, 3212, 9558, 1961, 1961, 1961, 536, 536, 536, 536, 3118, 3118, 3118, 10017, 10017, 10017, 2605, 553, 8485, 8481, 264, 264, 264, 264]
878;[3248, 3261, 3249, 3202, 3198, 3201, 3200, 3156, 3205, 3207, 3304, 3301, 3212, 445, 9558, 1963, 1961, 536, 3118, 2456, 10662, 2602, 2459];[3248, 3248, 3261, 3249, 3202, 3198, 3198, 3201, 3201, 3156, 3207, 3212, 9558, 1963, 1963, 1961, 536, 536, 536, 536, 3118, 10662, 2602, 2459, 2459, 2459]
879;[736, 3127, 735, 5246, 72, 10670, 3112, 3106, 3108, 3100, 3109, 3104, 3107, 5130, 5134, 7045, 7046, 7041, 7048, 7061, 7819, 816, 814, 3113, 5671, 5672, 812, 916];[736, 736, 735, 72, 3112, 3109, 3109, 3109, 3104, 5130, 5130, 7045, 7045, 7046, 7048, 7048, 7819, 816, 816, 816, 816, 816, 3113, 5671, 916, 916, 916]
880;[];[]
881;[772, 8244, 7709, 7686, 8752, 940, 30, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1477, 2422, 2423, 1482, 2594, 1476, 2425, 2451, 2418];[772, 772, 7686, 8752, 8752, 8752, 8752, 940, 30, 5644, 1048, 62, 6994, 6997, 2377, 725, 725, 725, 725, 714, 714, 704, 704, 709, 709, 709, 709, 709, 709, 711, 711, 711, 7011, 7011, 7011, 7011, 7011, 7011, 8470, 8470, 8470, 1729, 1729, 1729, 10442, 10442, 10442, 10442, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3453, 3451, 3451, 1477, 2422, 1482, 1476, 2425, 2451, 2418, 2418]
882;[];[]
883;[10260, 5650, 10171, 10172, 5652, 7223, 1982, 1986, 1083, 6433, 10261, 10262, 10264, 10262, 10265, 4746, 2170, 4695, 1081, 407, 399, 401, 402, 11051, 403, 396, 397, 390, 16, 10052, 13, 4806, 2198, 9, 6824, 819, 8255, 8253, 128, 129, 8259, 634, 636, 626, 637, 8773, 2096, 2109, 2965, 10106, 2970, 1071, 9723, 8850, 8843, 8849, 6429, 8844, 2960, 2877, 10287, 7359, 8383, 2311, 2929, 2926, 2933, 2924, 2912, 2917, 2910];[10260, 10260, 10260, 10260, 10260, 5650, 10264, 10264, 4746, 2170, 1081, 1081, 1081, 401, 390, 16, 10052, 4806, 4806, 4806, 4806, 4806, 4806, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 9, 9, 9, 9, 6824, 6824, 6824, 819, 8253, 8253, 128, 128, 129, 8259, 634, 636, 626, 626, 626, 2096, 10106, 10106, 2970, 1071, 8849, 2877, 10287, 7359, 2929, 2933, 2933, 2910, 2910, 2910, 2910]
884;[7738, 3366, 7739, 7737, 7742, 7740, 3368, 7748, 7749, 764, 7750, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7954, 6760, 7953, 10559, 69, 65, 6759, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5114, 7029, 7031, 7032, 7038, 719, 10668, 8483, 369, 162, 8485, 10978, 8481, 264, 8047, 9299, 10147, 10145, 5238, 7230, 10369, 10370, 8026];[7738, 7738, 7738, 7738, 3366, 7739, 3368, 7748, 7748, 7750, 7750, 7750, 7750, 6751, 7815, 7815, 828, 6760, 7953, 65, 6759, 6759, 7259, 7259, 62, 6994, 10733, 2377, 725, 7029, 10668, 10668, 10668, 10668, 10668, 8483, 8483, 369, 369, 162, 10978, 8481, 264, 9299, 9299, 10145, 10145, 10369, 10370, 10370, 10370, 10370, 10370, 8026]
885;[5650, 10171, 10172, 5652, 7224, 7226, 7222, 7228, 9128, 2164, 2155, 976, 985, 8736, 862, 6995, 763, 110, 108, 109, 88, 8150, 5495, 7685, 7902, 3354, 1053, 940, 30, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7953, 10560, 7956];[5650, 5650, 5650, 5650, 5650, 10171, 5652, 7224, 7228, 7228, 7228, 7228, 9128, 976, 985, 985, 985, 985, 6995, 6995, 6995, 763, 108, 88, 88, 88, 88, 88, 5495, 5495, 5495, 7685, 3354, 940, 940, 28, 5640, 10560, 10560, 7956]
